geo_value,time_value,percent_covid_tests_positive_smoothed,covid_admissions,raw_search,percent_covid_visits,fb_illness,new_cases,full_time_work_prop,percent_home
sd,2020-06-06,0.0,1.854098,0.0,0.271679,0.4070026,90,2.7660293308968997,26.752949470094002
tx,2020-06-06,10.64124783,2.1802099999999998,2.61682846,0.249953,0.4655193,1965,2.418652278781,27.761385725186997
va,2020-06-06,14.72868217,1.926493,10.74135401,0.239233,0.4840224,865,2.6399302967036,31.338518648911002
wi,2020-06-06,0.0,2.6758759999999997,0.0,0.160057,0.35333709999999996,322,2.7324810405325,28.801915104242
al,2020-06-07,3.91061453,7.429311,12.61411249,0.22911900000000002,0.6318751,422,1.7436703173637003,26.297754827280002
ar,2020-06-07,4.36363636,1.674363,0.0,0.16092599999999999,0.8702011000000001,325,2.0474612484088004,28.48315819148
ca,2020-06-07,2.96296296,2.097632,7.32773589,0.305751,0.42246720000000004,2051,3.0897729733695,37.634614921769
ct,2020-06-07,1.49253731,4.506963,59.73874034,0.314745,0.33935709999999997,150,2.6577951291926,35.18919798215801
fl,2020-06-07,5.25739321,2.3081840000000002,7.95936475,0.128897,0.4120602,1180,1.8752230784889,34.780214998771
ga,2020-06-07,8.34541313,2.532915,8.909824,0.21340599999999998,0.461804,539,1.6344329153053998,31.001139904535997
in,2020-06-07,13.33333333,3.3762230000000004,0.0,0.227061,0.6936373,400,2.0684405726983996,30.556479007787
ks,2020-06-07,9.14454277,0.602935,0.0,0.083455,0.45026179999999993,45,2.2255386173950003,30.667279262233
ky,2020-06-07,4.46521288,2.536189,42.19064912,0.063715,0.35575690000000004,0,2.2246592582493996,30.20476031166
la,2020-06-07,8.64197531,1.10686,0.0,0.178569,0.6321306,330,2.6668059452823,28.967656020297998
ma,2020-06-07,3.2193159,8.246133,6.4788559999999995,0.216756,0.2809081,154,3.0308850622969,37.072709523423
md,2020-06-07,9.40594059,6.386004,0.0,0.350608,0.7423641,491,2.5089185568145997,38.614667449235995
mo,2020-06-07,9.43396226,1.334902,0.0,0.09686499999999999,0.6801024999999999,90,2.1028289462298995,29.344027439414
nc,2020-06-07,4.33070866,3.5135440000000004,24.07011627,0.198193,0.418045,1113,2.1414835676316,32.500620611726
ne,2020-06-07,3.50877193,2.868088,0.0,0.188779,0.7029831,92,2.0065950829369,31.347694972553995
nj,2020-06-07,2.12014134,5.2628900000000005,10.31055823,0.712899,0.40326999999999996,271,2.1661747552831003,37.105168746174
ny,2020-06-07,1.63487738,2.503841,4.32206114,0.5013479999999999,0.4725545,781,2.9942889402525,38.66944743692
ok,2020-06-07,2.71084337,1.245005,0.0,0.08123,0.5502047,91,2.3897310979545,27.504248744722997
or,2020-06-07,1.35135135,0.598575,0.0,0.086613,0.2778501,92,3.0505408852499003,37.857480930895996
sd,2020-06-07,0.0,2.095286,0.0,0.284017,0.5236387,67,2.6030427869877997,30.832141165384
tx,2020-06-07,10.797827900000001,2.329234,13.08518417,0.278752,0.4580724,914,2.1171215386661997,31.358463336812996
va,2020-06-07,15.82733813,1.9264830000000002,16.58170496,0.252849,0.46097790000000005,1284,2.5172161026656004,34.944565643196
wi,2020-06-07,0.0,2.540752,9.69204568,0.164544,0.3093214,264,2.6081803821009997,32.261620226082
al,2020-06-08,4.36507937,7.990538000000001,0.0,0.24598499999999998,0.603398,491,4.808144872383999,22.980605390838
ar,2020-06-08,5.26315789,1.90724,36.83520403,0.18523399999999998,0.8821022,314,4.6171695152022,23.742688017623
ca,2020-06-08,4.90797546,2.104661,3.0558394,0.353733,0.4181144,3159,4.6144839602335,36.51062914462
ct,2020-06-08,1.73410405,4.073253,20.69484964,0.315679,0.3818836,124,4.0498459040372,33.623279213545004
fl,2020-06-08,3.9537486000000004,2.353199,6.77830891,0.149007,0.42704890000000006,966,4.923468393797901,32.08767203895
ga,2020-06-08,8.34724541,2.605248,12.87219995,0.224267,0.47021549999999995,599,4.9431152997592,29.77460521068
in,2020-06-08,12.90322581,2.609905,0.0,0.232397,0.6706171999999999,226,4.53303740542,27.650618353116997
ks,2020-06-08,10.02638522,0.46411499999999994,18.09274964,0.097276,0.4978397,138,4.5960502800567005,26.591756600037996
ky,2020-06-08,4.48293428,2.736054,0.0,0.073818,0.387545,189,4.4064054409177,25.907289392958
la,2020-06-08,9.375,1.633652,0.0,0.18593099999999999,0.7188698,234,5.1876523214537995,25.395631836264997
ma,2020-06-08,2.89555326,7.844794,0.0,0.20549299999999998,0.3421648,365,4.417919567489901,37.455502710876004
md,2020-06-08,7.80487805,5.964246,0.0,0.369295,0.6414920000000001,431,4.0909553135919,36.99911541575
mo,2020-06-08,5.31914894,1.397152,23.2272104,0.099128,0.5852729,223,4.7613697283012,27.296343738502
ms,2020-06-08,5.61797753,4.904799,0.0,0.192161,0.6550618,498,4.9895148491884,22.696776541875998
nc,2020-06-08,3.33333333,3.7321,0.0,0.2119,0.39664240000000006,830,4.809837665062901,32.022390580911996
ne,2020-06-08,3.65853659,2.957895,0.0,0.200965,0.6935766,122,4.718184467903599,28.168807604705
nj,2020-06-08,1.65016502,4.828821,15.98498135,0.697098,0.3808974,333,3.9690313439452005,36.709970658188
ny,2020-06-08,1.51017728,2.042777,5.05451885,0.5259590000000001,0.44779300000000005,702,4.5665331687491,38.560196896581
ok,2020-06-08,2.63761468,1.125853,0.0,0.09605,0.49677340000000003,55,4.6336230553107995,24.157540595017004
or,2020-06-08,1.22699387,0.745951,29.644883500000002,0.099641,0.24802870000000002,260,4.3602477080803,35.763521423471005
sd,2020-06-08,0.0,2.332407,0.0,0.302626,0.6012462,33,4.571442392698099,27.097957792756
tx,2020-06-08,11.03066059,2.5914740000000003,8.51482303,0.312836,0.44846369999999997,1005,4.1763945892043,29.506096253666996
va,2020-06-08,12.12121212,1.786141,14.77611096,0.263953,0.4484269,570,4.4394337371455,34.669816902158004
wi,2020-06-08,0.0,2.632942,7.87906852,0.162521,0.3327178,203,4.883983128367,30.266921787742003
al,2020-06-09,5.16717325,8.088714999999999,0.0,0.240471,0.6483685,566,5.0760438207741,24.220416373072
ar,2020-06-09,4.44444444,2.10255,0.0,0.162745,0.8304271999999999,340,5.2256301662129,25.206448104088004
ca,2020-06-09,6.11353712,2.163029,5.53684069,0.346364,0.4411713,2865,5.1978024056612,37.974980645336004
ct,2020-06-09,2.08955224,3.4637279999999997,0.0,0.303342,0.3736246,87,4.4558350993021,35.312172796472
fl,2020-06-09,5.152,2.36954,7.99368387,0.151469,0.43542079999999994,1096,4.8066631736128,33.71225248428401
ga,2020-06-09,8.25268344,2.687651,7.2059011,0.21575500000000003,0.5236125,752,4.7163204668873,29.52442322528
ia,2020-06-09,0.0,2.762718,0.0,0.09639,0.6701832,230,4.8204608416003,27.200877789238003
in,2020-06-09,12.12121212,2.226529,7.67115026,0.226448,0.6959947,410,4.561966705633499,29.429715722072995
ks,2020-06-09,11.38613861,0.371255,0.0,0.1035,0.5186365,65,4.595080217213099,27.84181201034
ky,2020-06-09,5.04103165,2.945926,0.0,0.067005,0.3934232,231,4.4325414899385,27.237826421799
la,2020-06-09,6.97674419,1.942698,0.0,0.19286099999999998,0.7471658,562,5.2169366752552,26.372128044273996
ma,2020-06-09,3.3719705,6.9635240000000005,15.99839558,0.21785900000000002,0.3706375,351,4.344862774948,37.733414534905
md,2020-06-09,8.41584158,5.633556,12.60195948,0.34757,0.6603039,500,4.020091399937,38.063881434150005
mo,2020-06-09,7.69230769,1.3764399999999999,0.0,0.140707,0.5266901999999999,211,4.9868952825268,28.515101335934993
ms,2020-06-09,5.88235294,5.328261,0.0,0.224316,0.6402849,355,5.2098795685227,23.415439158351
nc,2020-06-09,3.26086957,3.6833120000000004,16.21042342,0.19884300000000002,0.4234604,864,4.4615569630583005,33.87031822540399
ne,2020-06-09,2.97029703,3.188868,0.0,0.167715,0.5547076,132,4.812727112754301,29.186975605473
nj,2020-06-09,1.57728707,4.51591,11.98809525,0.676299,0.3772452,299,3.973046548688101,36.637059006574
ny,2020-06-09,0.43370508,1.750946,1.81473329,0.505174,0.447503,683,4.148733274068601,37.700409651624
ok,2020-06-09,3.5589671999999997,1.078163,0.0,0.096998,0.5505492,158,4.8589168324037,26.116741580137
or,2020-06-09,1.73410405,0.861977,0.0,0.097625,0.2655402,66,4.7945044139917,37.184548067003995
sd,2020-06-09,0.0,2.3198380000000003,0.0,0.266398,0.544367,51,5.2443953860137,30.729814952406
tn,2020-06-09,6.89655172,1.0708879999999998,0.0,0.259703,0.5172816,570,5.1114273418585,28.314123907967996
tx,2020-06-09,11.94162531,2.351788,10.83624244,0.338615,0.5103388,1791,4.5214621387416996,31.094148146728003
va,2020-06-09,11.88118812,1.748946,4.54790731,0.25092800000000004,0.4573642,487,4.453523101126098,36.136893915722
wi,2020-06-09,0.0,2.809977,0.0,0.139803,0.2797383,270,4.5729559722185,30.961284153025005
al,2020-06-10,7.57575758,7.722075,22.194747399999997,0.22997399999999998,0.6946800999999999,825,6.561874373695,23.391674801270998
ar,2020-06-10,6.74157303,2.278232,40.84546857,0.15162899999999999,0.8059744000000001,288,4.9072986882549,22.932917868076
ca,2020-06-10,5.98802395,2.138855,3.17225595,0.336537,0.4772075,3034,4.7549620063945,34.984432640314
ct,2020-06-10,1.74563591,2.7623759999999997,33.16201413,0.282738,0.3554392,168,4.0311441109748,31.248887609186
fl,2020-06-10,5.82026538,2.362693,18.48324011,0.153416,0.4484772,1371,4.491323686064401,29.159727169104997
ga,2020-06-10,8.29068577,2.355959,7.74468144,0.20503600000000002,0.47468699999999997,731,4.616701071513,26.687309478835004
ia,2020-06-10,0.0,2.5454209999999997,0.0,0.095685,0.7020365,389,5.2732378442493,25.594759151819
in,2020-06-10,8.0,1.9968740000000003,0.0,0.206262,0.6837138,304,5.0124583763374,26.404813696787
ks,2020-06-10,11.55462185,0.257684,0.0,0.09153700000000001,0.5725608,141,5.3251763920884,25.862574339175996
ky,2020-06-10,4.92836676,3.172389,0.0,0.062322,0.446971,176,5.0965740892454,25.512043202989
la,2020-06-10,5.88235294,2.196266,49.18550625,0.18174500000000002,0.7690933000000001,418,5.8250255387749,24.278437904791
ma,2020-06-10,3.62745098,5.790826999999999,22.52408329,0.202934,0.36060879999999995,266,5.075694167054,35.128289441921
md,2020-06-10,6.8627451,5.1240120000000005,0.0,0.317386,0.6573625,561,4.7287498405627,37.941767353820005
mi,2020-06-10,0.0,0.47934,9.06063993,0.09844,0.4317433,15,5.1506196674293,28.549209633134005
mo,2020-06-10,10.0,1.172917,8.14958626,0.12528399999999998,0.5333026,188,5.4634773858850005,26.086629955863
ms,2020-06-10,8.2278481,5.431962,67.83260351,0.24891300000000002,0.5886844,360,5.466554323954,21.698411854214
nc,2020-06-10,7.17703349,3.669653,14.89267081,0.170818,0.43533990000000006,1277,4.3705439286550005,28.747720608088002
ne,2020-06-10,2.63157895,3.490478,0.0,0.14346199999999998,0.6244581,140,5.264630792936701,27.773788634567996
nj,2020-06-10,1.875,4.195661,12.53325245,0.671964,0.3672017,550,4.5630855341789,36.352101385795
ny,2020-06-10,0.43478261,1.5724360000000002,8.93795641,0.49467700000000003,0.4616948,674,4.6452156821822,37.076222500734005
ok,2020-06-10,3.71106693,0.9261290000000001,0.0,0.101617,0.5842323,120,4.443601237543,22.595312415468
or,2020-06-10,1.66666667,0.8829239999999999,0.0,0.084865,0.30847800000000003,72,4.0361074918062005,32.439379228285
sd,2020-06-10,0.0,1.9789700000000001,0.0,0.20846399999999998,0.4654521,76,4.608827847715402,27.808576350288998
tn,2020-06-10,5.47945205,1.03631,14.49338538,0.260438,0.58614,355,4.726464156070599,25.208953700598002
tx,2020-06-10,12.35589895,2.413567,8.84054695,0.35735900000000004,0.5250488,2564,4.477003225948399,28.096853311866
va,2020-06-10,12.61261261,1.4547219999999998,16.7393549,0.22382600000000002,0.49375470000000005,439,4.5379725995676,34.32990741116699
al,2020-06-11,8.43373494,7.729145,11.52803177,0.21626399999999998,0.6738416,711,4.989733676006,21.563053792824
ar,2020-06-11,4.63917526,2.5185009999999997,20.44618245,0.134654,0.7822616,448,4.0807059351874,21.100812544374
ca,2020-06-11,12.24899598,2.0996189999999997,7.93813239,0.33311399999999997,0.47395459999999995,3724,4.996184627656,35.059376241379
ct,2020-06-11,1.14416476,2.372741,0.0,0.295692,0.40683559999999996,114,4.785847057658501,32.822861795701
fl,2020-06-11,6.24535316,2.356529,6.2240167,0.150606,0.47441190000000005,1698,4.918147046176199,30.982776373863004
ga,2020-06-11,8.39899413,2.2892810000000003,7.84736438,0.18634,0.532051,993,4.6020688154221,26.658976202821
ia,2020-06-11,0.0,2.2723720000000003,0.0,0.083304,0.6690395,347,4.8588898438488,26.917345768063
in,2020-06-11,1.83486239,1.794943,33.50318144,0.19108,0.6983132,411,4.8046181267075,26.821195479204995
ks,2020-06-11,11.02486073,0.23003,0.0,0.093105,0.5896539000000001,73,4.7809605970066995,26.968818487638003
ky,2020-06-11,4.63946339,3.3902050000000004,0.0,0.05519500000000001,0.4131734,62,4.8634074565594005,25.800494760456
la,2020-06-11,7.05882353,2.351038,43.80062345,0.197666,0.7655285,442,5.5844504102557,24.246979763455002
ma,2020-06-11,3.54477612,4.947145,15.95070423,0.198958,0.37278920000000004,239,4.7628868716206,34.715220176552
md,2020-06-11,5.20833333,4.615578,6.43304963,0.280467,0.5829353,732,4.4239394399370005,36.708077992688
mi,2020-06-11,0.0,0.41558500000000004,4.82029441,0.088726,0.40292140000000004,250,4.9390696815707,28.629204397871998
mo,2020-06-11,7.89473684,1.268294,16.48979509,0.123752,0.5056381,192,5.2042990836652,25.868846589097
ms,2020-06-11,9.54773869,5.512883,23.09504006,0.225956,0.6888738,0,5.2593434459539,21.155248264208996
nc,2020-06-11,6.0822898,3.792318,8.42853976,0.157992,0.45243900000000004,1630,4.192447769002601,27.308476873671
ne,2020-06-11,1.63934426,3.7501830000000003,0.0,0.147742,0.6187871,257,4.8002596990173,28.654222520709006
nj,2020-06-11,1.875,3.9809550000000002,0.0,0.654274,0.4329929,470,4.0287378896615,34.637865971055994
ny,2020-06-11,0.46457607,1.513691,9.67188004,0.49221800000000004,0.4139956,736,4.1693707955021,35.093845527533
ok,2020-06-11,4.59261352,0.735795,15.54085208,0.098361,0.5488454,143,4.4577653140272,22.34654054476
or,2020-06-11,2.7173912999999996,0.9160450000000001,21.03549083,0.083499,0.29174720000000004,177,4.245406038904701,31.642582171233002
sc,2020-06-11,2.0,2.519365,10.10999514,0.197819,0.5732069000000001,682,4.744921667758599,24.388045574543
sd,2020-06-11,0.0,1.607608,0.0,0.210292,0.5555797,61,4.8023414509765,27.611221743570002
tn,2020-06-11,4.87804878,1.161349,22.02400219,0.2719,0.5592036,410,4.7446145636777,24.533284579678
tx,2020-06-11,12.86434249,2.514264,13.52686527,0.37847,0.5332640999999999,1883,4.534007398687001,27.805001219492997
va,2020-06-11,11.47540984,1.206177,18.92326513,0.21363400000000002,0.5044179,470,4.7826639886274,32.475421789119004
wi,2020-06-11,0.0,2.529666,8.38831336,0.13103900000000002,0.2961571,333,5.0808313068177995,29.029654316615005
al,2020-06-12,10.93474427,7.766748,0.0,0.228427,0.6267885999999999,1035,3.4175858335496003,19.871637210910997
ar,2020-06-12,6.31067961,2.49562,0.0,0.12215,0.6820433000000001,731,3.0186962744477,19.8715056972
ca,2020-06-12,11.42857143,2.035502,8.18551854,0.314657,0.4778698,3220,5.003468326705501,33.629837847896006
ct,2020-06-12,1.56599553,2.3647270000000002,23.10315751,0.265937,0.3896884,228,4.1341499781582005,30.726842227232005
fl,2020-06-12,6.83040936,2.223266,8.6472858,0.152344,0.4841584,1902,4.1234772294542,31.128983278305
ga,2020-06-12,8.89797202,2.121261,12.20090793,0.16966900000000001,0.5390039000000001,810,3.8216912088015005,26.113642989521
ia,2020-06-12,0.0,2.1127849999999997,0.0,0.06992999999999999,0.681556,377,4.6827876165052995,27.590796828153003
il,2020-06-12,7.40740741,3.0445029999999997,7.09238217,0.246495,0.45270470000000007,595,4.159112908064399,30.329507369896003
in,2020-06-12,1.70940171,1.516025,0.0,0.195036,0.7206597,398,4.5523112771073,27.383025011651004
ks,2020-06-12,9.77962764,0.159822,0.0,0.083358,0.43240779999999995,150,4.5774252285723,29.00897531803
ky,2020-06-12,4.42233278,3.404658,26.39482148,0.049326,0.4305813,221,4.6467016623671,25.974353631788
la,2020-06-12,6.38297872,2.190342,0.0,0.197277,0.7498979,523,5.109760605524599,24.581626384692
ma,2020-06-12,3.43007916,4.113764,29.52560323,0.186832,0.4117646,263,4.8071639345568,33.814907161647
md,2020-06-12,5.36585366,4.148129,22.69262446,0.260857,0.5468951,416,4.307912987767399,36.344150281802
mi,2020-06-12,0.0,0.382754,19.86447053,0.08645900000000001,0.3668007,211,4.5640742685815,29.480532158549
mn,2020-06-12,4.0,1.013425,8.748664699999999,0.540929,0.45962939999999997,479,4.0219549314878,30.973738133949002
mo,2020-06-12,6.81818182,1.35475,8.55865931,0.12034600000000001,0.5021907999999999,51,4.613420374307499,26.727667794280997
ms,2020-06-12,9.90990991,5.279808,0.0,0.21128000000000002,0.6899154000000001,608,4.6536673199264005,21.474786291483
nc,2020-06-12,6.44599303,3.7084620000000004,4.32282774,0.168276,0.4890597,1497,3.9302767853882994,28.238703148323
ne,2020-06-12,0.84745763,3.8781529999999997,0.0,0.137453,0.6569672,207,4.4071104575663,27.979416977389
nj,2020-06-12,1.81818182,3.6235209999999998,17.40377611,0.638825,0.4346713,348,4.0624640555385,33.453803041558
ny,2020-06-12,0.25526484,1.401748,8.49842021,0.46107299999999996,0.4190214,822,4.448304669982799,35.163521136608004
ok,2020-06-12,4.62679926,0.605068,47.67499451,0.10129099999999999,0.6427972,223,4.5215394109773,25.934145066181003
or,2020-06-12,2.47524752,0.956533,0.0,0.083174,0.3276414,140,4.588064466738699,32.412157602681
sc,2020-06-12,4.81927711,2.235738,0.0,0.19386099999999998,0.45495290000000005,729,4.3874552114178,25.73516865987
sd,2020-06-12,0.0,1.3012489999999999,157.62925599,0.19472799999999998,0.6381375,77,4.967113583450599,26.903490106717996
tn,2020-06-12,2.38095238,1.2651270000000001,15.18999911,0.254361,0.6245038,778,4.4404509913790005,25.274790946817006
tx,2020-06-12,13.14949336,2.586677,9.18936399,0.410866,0.5757572,2274,3.7624322221656,28.74470542084
va,2020-06-12,9.54198473,1.183608,0.0,0.194184,0.5056351,564,3.8815807915267992,32.056583772374
wi,2020-06-12,10.98901099,2.471102,0.0,0.11798099999999999,0.3252982,320,4.2425594278625995,29.610868687422
al,2020-06-13,11.41868512,8.068069,0.0,0.24531399999999998,0.6772551,959,2.5115232303731005,21.590511839360996
ar,2020-06-13,6.03864734,2.2980240000000003,0.0,0.12962200000000001,0.5015012,548,2.7138982419353996,23.784994884775003
ca,2020-06-13,11.71171171,1.94955,9.76650849,0.316686,0.45408469999999995,3375,3.5240578998852,33.507057467977006
ct,2020-06-13,1.92307692,2.3563169999999998,27.01198531,0.287235,0.35025029999999996,305,3.2082780941499003,29.215742474195
fl,2020-06-13,7.03085483,2.2621740000000004,16.50278127,0.167542,0.47935059999999996,2581,2.8707042371674,30.032187597817
ga,2020-06-13,9.06128782,2.102426,8.94630974,0.16533699999999998,0.5830534,1021,2.6587232918609,25.858574267279
ia,2020-06-13,0.0,2.187464,0.0,0.071964,0.6770033000000001,367,2.6872666486127,26.441293097272002
il,2020-06-13,7.84313725,3.2081419999999996,22.05137223,0.243245,0.4303679,673,3.0543159687532997,31.094143568971994
in,2020-06-13,0.86956522,1.627443,0.0,0.18669000000000002,0.7178008,397,2.7620909549587,26.749867726229
ks,2020-06-13,10.24317437,0.081175,0.0,0.080432,0.40652350000000004,47,2.6306227529154995,26.722194367660002
ky,2020-06-13,4.04749056,3.2876830000000004,0.0,0.047655,0.48604030000000004,279,2.6724195587786,24.718693670646
la,2020-06-13,8.91089109,2.182573,29.84418396,0.212928,0.7519986,1288,3.0274549859447997,23.590641835859
ma,2020-06-13,3.49531117,3.1707490000000003,7.02228509,0.1821,0.41566640000000005,105,3.3252090671173,31.070847762103003
md,2020-06-13,5.31400966,3.736157,39.26221494,0.255422,0.5191079000000001,692,2.6803903256271,34.622018374315
mi,2020-06-13,0.0,0.335204,17.08108376,0.08860499999999999,0.3336914,189,2.9254305364031,27.957804054810996
mn,2020-06-13,4.0,1.096267,30.35896978,0.544248,0.4242427,377,2.6987470759085,29.801486744286997
mo,2020-06-13,6.09756098,1.2256790000000002,39.11357505,0.126395,0.48000950000000003,235,2.6777031288336004,26.118295146719
ms,2020-06-13,10.72961373,5.1542069999999995,0.0,0.23160100000000003,0.5905649000000001,257,2.6350985524798998,21.742622389741
nc,2020-06-13,6.3464837,3.6926349999999997,0.0,0.162367,0.5435156999999999,1363,2.6851219342543997,27.675168853121995
